NPI_DOC,PFNAME,PLNAME,NPI_ORG,ORG_NAME,DOC_SPECIALTY,DOC_CITY,DOC_COUNTY,DOC_STATE,DOC_ZIP
1285882019,MIHAIL,CHELU,1881026664,BAYLOR COLLEGE OF MEDICINE,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1477843290,ROBERT,AERTKER,1740485879,"BAYLOR ST. LUKE'S MEDICAL GROUP",Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1275689655,ANDREW,SEGAL,1356614002,"ANDREW SEGAL, MD, PA",Cardiovascular Disease Physician,ARLINGTON,"Tarrant ",TX,76012
1588730121,CHAIM,BANJO,1366533952,CHAIM BANJO MD PHD PA,Cardiovascular Disease Physician,MESQUITE,"Dallas ",TX,75150
1598704819,ANWAR,AHMAD,1073550208,EAST TEXAS CARDIOLOGY P.A.,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77002
1437170438,HAYTHAM,AL-AZZEH,1518996248,"NAWAR TAYYAN, MD, PA",Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77089
1851365381,USMAN,QURESHI,1710199872,"USMAN QURESHI, MD, PA",Cardiovascular Disease Physician,ALICE,"Jim Wells ",TX,78332
1891922134,HARVINDER,ARORA,1396961322,HENDRICK PROVIDER NETWORK,Interventional Cardiology Physician,ABILENE,"Taylor ",TX,79601
1184624306,JUSTIN,MARTIN,1174573596,TEXAS HEALTH PHYSICIANS GROUP,Interventional Cardiology Physician,FT WORTH,"Tarrant ",TX,76104
1124281118,LONG,CAO,1366480725,OAKBEND MEDICAL GROUP,Cardiovascular Disease Physician,RICHMOND,"Fort Bend ",TX,77469
1033170196,JOHN,JAY,1376503821,"TEXAS CARDIOTHORACIC SURGERY ASSOCIATES, P.A.",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,DALLAS,"Dallas ",TX,75208
1518071620,ARSALAN,SHAHZAD,1881909034,ACCLAIMED CARDIOVASCULAR CENTER PA,Cardiovascular Disease Physician,TOMBALL,"Harris ",TX,77375
1447201355,SCOTT,SHURMUR,1801844402,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER LUBBOCK,Interventional Cardiology Physician,LUBBOCK,"Lubbock ",TX,79430
1043200785,SCOTT,WRIGHT,1144632621,ALIGNED PROVIDERS OF EAST TEXAS,Cardiovascular Disease Physician,TYLER,"Smith ",TX,75701
1730447756,SUDHIR,THOTAKURA,1548541733,TEXOMACARE SPECIALTY PHYSICIANS,Interventional Cardiology Physician,DENISON,"Grayson ",TX,75020
1508183799,JOSHUA,MCKAY,1700887700,"ST DAVIDS HEART & VASCULAR, PLLC",Interventional Cardiology Physician,HARKER HEIGHTS,"Bell ",TX,76548
1417931155,MICHAEL,RAIZNER,1710070875,INTERVENTIONAL CARDIOLOGY ASSOCIATES,Cardiovascular Disease Physician,SUGAR LAND,"Fort Bend ",TX,77479
1639174337,RODNEY,BROWN,1982607735,WACO CARDIOLOGY ASSOCIATES,Cardiovascular Disease Physician,WACO,"McLennan ",TX,76712
1972595635,JOE,CHAVEZ,1679691729,SCOTT & WHITE CLINIC,Cardiovascular Disease Physician,PFLUGERVILLE,"Travis ",TX,78660
1982633970,JAMIL,BITAR,1982633970,unk,Cardiovascular Disease Physician,UVALDE,"Uvalde ",TX,78801
1043444789,SNEHALKUMAR,PATEL,1831768803,SNEHAL A PATEL MD PLLC,Interventional Cardiology Physician,WEBSTER,"Harris ",TX,77598
1073556288,HARINDER,SINGH,1285079764,BAYLOR COLLEGE OF MEDICINE,Pediatric Cardiology Physician,SAN ANTONIO,"Bexar ",TX,78207
1962496620,WASSIM,CHOUCAIR,1003205873,"HEART AND RHYTHM INSTITUTE OF SOUTH TEXAS, PA",Clinical Cardiac Electrophysiology Physician,SAN ANTONIO,"Bexar ",TX,78229
1356631683,THOMAS,KOSHY,1760452767,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,Interventional Cardiology Physician,DALLAS,"Dallas ",TX,75390
1275528481,LOI,NGUYEN,1780977132,"BELLAIRE CARDIOVASCULAR CARE, PA",Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77072
1245573252,CHUKWUDI,OBIAGWU,1194334557,ADVANCED HEART AND VASCULAR MEDICINE PLLC,Interventional Cardiology Physician,WICHITA FALLS,"Wichita ",TX,76301
1467613067,MATT,FAY,1245490747,"HEARTPLACE, PA",Interventional Cardiology Physician,NORTH RICHLAND HILLS,"Tarrant ",TX,76180
1487970463,MORITZ,WYLER VON BALLMOOS,1275779225,TMH PHYSICIAN ASSOCIATES PLLC,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,HOUSTON,"Harris ",TX,77030
1275593931,JASON,LANGE,1093779704,SCOTT & WHITE CLINIC,Cardiovascular Disease Physician,KILLEEN,"Bell ",TX,76549
1841636164,NEETI,REDDY,1699062349,SPECIALTY ASSOCIATES OF WEST HOUSTON PLLC,Advanced Heart Failure and Transplant Cardiology Physician,HOUSTON,"Harris ",TX,77004
1750474078,BRUCE,PALMER,1306016225,"WICHITA HEART AND VASCULAR CENTER, PLLC",Interventional Cardiology Physician,WICHITA FALLS,"Wichita ",TX,76301
1821110289,CHRISTINA,LOPEZ,1528195062,CORYELL  MEMORIAL HOSPITAL AUTHORITY,Cardiovascular Disease Physician,GATESVILLE,"Coryell ",TX,76528
1861409278,NIDAL,BUHEIS,1699786640,"S.K. RAO, M.D., P.A.",Cardiovascular Disease Physician,PORT ARTHUR,"Jefferson ",TX,77640
1972535805,JACKIE,MULLINS,1851436992,"CARDIOVASCULAR CENTER, P.A.",Cardiovascular Disease Physician,PASADENA,"Harris ",TX,77504
1265757892,DEEPHAK,SWAMINATH,1801844402,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER LUBBOCK,Clinical Cardiac Electrophysiology Physician,LUBBOCK,"Lubbock ",TX,79430
1235389149,JAIME,HERNANDEZ-MONTFORT,1215989298,CLEVELAND CLINIC FLORIDA A NON PROFIT CORPORATION,Cardiovascular Disease Physician,ROUND ROCK,"Williamson ",TX,78665
1881898666,RICHARD,HELMER,1932210838,PROVIDENCE HEALTH ALLIANCE,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,WACO,"McLennan ",TX,76712
1851465926,BASANT,ARYA,1881026664,BAYLOR COLLEGE OF MEDICINE,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1134106610,ARTHUR,SPRINGER,1972539492,"MEDICAL CLINIC OF HOUSTON, L.L.P.",Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77005
1295728293,BAXTER,MONTGOMERY,1023221876,"HOUSTON CARDIAC ASSOCIATION, PA",Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77025
1841277373,ANDREW,BERGGREN,1760488936,HEALTHTEXAS PROVIDER NETWORK,Cardiovascular Disease Physician,ROWLETT,"Dallas ",TX,75088
1194990424,UZODINMA,DIM,1386047298,"UZODINMA RAPHAEL DIM MD, PA",Interventional Cardiology Physician,EL PASO,"El Paso ",TX,79936
1922266683,SIREESHA,VASIREDDY,1689984585,"CARDIOLOGY SPECIALISTS OF NORTH TEXAS, PLLC",Interventional Cardiology Physician,IRVING,"Dallas ",TX,75039
1568666485,DOUGLAS,BREE,1275779225,TMH PHYSICIAN ASSOCIATES PLLC,Interventional Cardiology Physician,HOUSTON,"Harris ",TX,77070
1225072663,S M GOLAM,ALAM,1588008247,RENAISSANCE CARDIOLOGY GROUP,Cardiovascular Disease Physician,EDINBURG,"Hidalgo ",TX,78539
1104896844,SRINIVAS,GUNUKULA,1033551312,DALLAS MEDICAL PHYSICIAN GROUP,Cardiovascular Disease Physician,MESQUITE,"Dallas ",TX,75150
1861499808,MAHESH,CHANGLANI,1588008247,RENAISSANCE CARDIOLOGY GROUP,Cardiovascular Disease Physician,MCALLEN,"Hidalgo ",TX,78504
1033282678,RAJEEV,JOSHI,1689984585,"CARDIOLOGY SPECIALISTS OF NORTH TEXAS, PLLC",Clinical Cardiac Electrophysiology Physician,MCKINNEY,"Collin ",TX,75069
1154332724,DAKSHESH-KUMAR,PARIKH,1508139791,"VICTORIA HEART AND VASCULAR CENTER, P.A.",Cardiovascular Disease Physician,VICTORIA,"Victoria ",TX,77901
1437591211,SINA,RAHMANI,1760452767,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,Cardiovascular Disease Physician,IRVING,"Dallas ",TX,75038
1922062652,KENNETH,SHAFFER,1083631071,"MAGELLA MEDICAL ASSOCIATES BILLING, INC.",Pediatric Cardiology Physician,AUSTIN,"Travis ",TX,78756
1275577942,DOUGLAS,SALMON,1679517429,"LIVE OAK CARDIOLOGY, P.A.",Cardiovascular Disease Physician,AUSTIN,"Travis ",TX,78745
1326066879,ALI,DENKTAS,1881026664,BAYLOR COLLEGE OF MEDICINE,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1548479827,SUMEET,CHHABRA,1417117912,"HEARTPLACE, PA",Clinical Cardiac Electrophysiology Physician,PLANO,"Collin ",TX,75093
1609986165,CHARLES,CRUMPLER,1407047863,REGIONAL CLINICS OF LONGVIEW,Interventional Cardiology Physician,LONGVIEW,"Gregg ",TX,75605
1801900352,ASIF,AKHTAR,1013019157,INTERVENTIONAL CARDIOLOGY,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77084
1396745790,GEORG,VAN DEN SIGTENHORST,1861561623,JAMES M KIRBY AND JOSEPH J FEDORCHIK,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,VICTORIA,"Victoria ",TX,77901
1295794584,ROBERT,HEBELER,1821057118,ROBERT F HEBELER JR MD PA,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,DALLAS,"Dallas ",TX,75246
1508984303,OURANIA,PREVENTZA,1881026664,BAYLOR COLLEGE OF MEDICINE,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,HOUSTON,"Harris ",TX,77030
1710996194,MUHAMMED,ALI,1649247396,"AMARILLO HEART GROUP, LLP",Clinical Cardiac Electrophysiology Physician,AMARILLO,"Potter ",TX,79106
1225198377,RANDEEP,SUNEJA,1174683239,CARDIOLOGY CENTER OF HOUSTON PA,Cardiovascular Disease Physician,KATY,"Harris ",TX,77450
1831211705,CARLOS,MORALES,1588008247,RENAISSANCE CARDIOLOGY GROUP,Cardiovascular Disease Physician,MCALLEN,"Hidalgo ",TX,78503
1952408585,WILFREDO,CRESPO-VELEZ,1225168784,"J. MARK MORALES, M.D., PA",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,CORPUS CHRISTI,"Nueces ",TX,78404
1396717872,FERMIN,ROMERO-ARREOLA,1396717872,unk,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,LAREDO,"Webb ",TX,78041
1780796714,WILLIAM,SPRINGER,1376598904,COVENANT MEDICAL GROUP,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,LUBBOCK,"Lubbock ",TX,79415
1952506511,VINCE,NGUYEN,1104906825,RAJ K BHALLA MD PA,Interventional Cardiology Physician,HOUSTON,"Harris ",TX,77058
1629098413,GAURAV,AGGARWALA,1073087599,PULSE PHYSICIAN ORGANIZATION PLLC,Cardiovascular Disease Physician,HUNTSVILLE,"Walker ",TX,77340
1801143144,STEVEN,NAPIERKOWSKI,1386632115,CLINIC FOR CARDIOVASCULAR CARE,Cardiovascular Disease Physician,TOMBALL,"Harris ",TX,77375
1790741254,MARY,PORISCH,1083631071,"MAGELLA MEDICAL ASSOCIATES BILLING, INC.",Pediatric Cardiology Physician,SAN ANTONIO,"Bexar ",TX,78229
1538173547,NANDKISHORE,GURRAM,1598958431,"BHS PHYSICIANS NETWORK, INC",Cardiovascular Disease Physician,SAN ANTONIO,"Bexar ",TX,78217
1972610954,MARIA,CORTEZ,1720051717,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,Cardiovascular Disease Physician,SAN ANTONIO,"Bexar ",TX,78229
1134198617,JOHN,RUTHERFORD,1760452767,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,Cardiovascular Disease Physician,DALLAS,"Dallas ",TX,75390
1639206006,MICHAEL,MITSCHKE,1669505095,MEMORIAL CARDIOLOGY ASSOCIATES PA,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77024
1114086931,YOCHAI,BIRNBAUM,1881026664,BAYLOR COLLEGE OF MEDICINE,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1023109295,RICHARD,WILKS,1598958431,"BHS PHYSICIANS NETWORK, INC",Cardiovascular Disease Physician,SAN ANTONIO,"Bexar ",TX,78217
1194725820,JOHN,STRAYHORN,1013252279,COLLOM & CARNEY CLINIC ASSOCIATION,Cardiovascular Disease Physician,TEXARKANA,"Bowie ",TX,75503
1871600866,GREGORY,FREEMAN,1487965000,"CARDIOLOGY CLINIC OF SAN ANTONIO, PLLC",Cardiovascular Disease Physician,SAN ANTONIO,"Bexar ",TX,78216
1164499240,SU,CHANG,1275779225,TMH PHYSICIAN ASSOCIATES PLLC,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1487684783,WILLIAM,ZOGHBI,1275779225,TMH PHYSICIAN ASSOCIATES PLLC,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1841246113,RIM,BANNOUT,1780076562,"ACCLAIM PHYSICIAN GROUP, INC",Cardiovascular Disease Physician,FORT WORTH,"Tarrant ",TX,76104
1003921909,STEVEN,BAILEY,1013374222,LSU HEALTH SCIENCES CENTER SHREVEPORT FACULTY GROUP PRACTICE,Cardiovascular Disease Physician,SAN ANTONIO,"Bexar ",TX,78229
1871538165,JOHN,BUERGLER,1275779225,TMH PHYSICIAN ASSOCIATES PLLC,Interventional Cardiology Physician,HOUSTON,"Harris ",TX,77030
1184854721,SUBRAMANYA,GAJARAJU VENKATA,1407459175,EPIC CARDIOLOGY PLLC,Cardiovascular Disease Physician,LUFKIN,"Angelina ",TX,75904
1336176429,DAVID,HAMER,1275574139,DAVID HAMER MD PA,Cardiovascular Disease Physician,WEBSTER,"Harris ",TX,77598
1801047287,WESTON,HICKEY,1194789974,"WILLOWBROOK CARDIOVASCULAR ASSOCIATES, P.A.",Interventional Cardiology Physician,HOUSTON,"Harris ",TX,77069
1427083203,MARY,YOUSSEF,1992151740,TEXAS HEALTH PHYSICIANS GROUP,Cardiovascular Disease Physician,LEWISVILLE,"Denton ",TX,75067
1225325426,AHMED,ALMOMANI,1720051717,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,Interventional Cardiology Physician,SAN ANTONIO,"Bexar ",TX,78229
1861518177,JOHN,REUTER,1417117912,"HEARTPLACE, PA",Cardiovascular Disease Physician,PLANO,"Collin ",TX,75093
1396944823,KIRAN KUMAR,MALLULA,1932492626,LOUISIANA STATE UNIVERSITY SCHOOL OF MED IN NEW ORLEANS FACULTY GROU,Pediatric Cardiology Physician,HOUSTON,"Harris ",TX,77030
1548377088,JOHN,CANALES,1487965000,"CARDIOLOGY CLINIC OF SAN ANTONIO, PLLC",Interventional Cardiology Physician,LIVE OAK,"Bexar ",TX,78233
1295996551,ANJLEE,MEHTA,1720051717,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,Cardiovascular Disease Physician,SAN ANTONIO,"Bexar ",TX,78229
1710187646,MARTHA,TZOU,1033157821,UT PHYSICIANS,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1013912690,MICHAEL,SWEENEY,1487746020,HOUSTON CARDIOVASCULAR ASSOC INC,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,HOUSTON,"Harris ",TX,77030
1073539755,GUSTAVO,GRIECO,1003985102,MEMORIAL HERMANN MEDICAL GROUP,Interventional Cardiology Physician,HOUSTON,"Harris ",TX,77090
1265496582,CRAIG,SIEGEL,1700887700,"ST DAVIDS HEART & VASCULAR, PLLC",Interventional Cardiology Physician,ROUND ROCK,"Williamson ",TX,78681
1760430458,ROBERTO,WAYHS,1912957200,MEDHEALTH,Interventional Cardiology Physician,DALLAS,"Dallas ",TX,75237
1659368728,SANJAYANTH,CHAMAKURA,1689984585,"CARDIOLOGY SPECIALISTS OF NORTH TEXAS, PLLC",Interventional Cardiology Physician,KELLER,"Tarrant ",TX,76248
1376645515,ABDI,RASEKH,1881026664,BAYLOR COLLEGE OF MEDICINE,Clinical Cardiac Electrophysiology Physician,HOUSTON,"Harris ",TX,77030
1023066727,KEVIN,WHEELAN,1760488936,HEALTHTEXAS PROVIDER NETWORK,Clinical Cardiac Electrophysiology Physician,DALLAS,"Dallas ",TX,75226
1982920971,JEFFREY,FLETCHER,1487965000,"CARDIOLOGY CLINIC OF SAN ANTONIO, PLLC",Cardiovascular Disease Physician,SAN ANTONIO,"Bexar ",TX,78229
1366405268,RAJESH,VRUSHAB,1871866111,RAJESH B VRUSHAB MD PLLC,Cardiovascular Disease Physician,BEDFORD,"Tarrant ",TX,76021
1578671392,MARCY,LIM,1750476230,"CARDIOVASCULAR ASSOCIATION, P.L.L.C",Cardiovascular Disease Physician,HUMBLE,"Harris ",TX,77338
1790986354,AMY,STANCOVEN,1093779704,SCOTT & WHITE CLINIC,Cardiovascular Disease Physician,ROUND ROCK,"Williamson ",TX,78665
1245424415,ALIAKBAR,ARVANDI,1801844402,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER LUBBOCK,Cardiovascular Disease Physician,LUBBOCK,"Lubbock ",TX,79430
1770589525,JOHN,SMITH,1790887743,CARDIOTHORACIC SURGICAL ASSOCIATES,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,SAN ANTONIO,"Bexar ",TX,78201
1427058643,JAVIER,ROMAN-GONZALEZ,1922252717,"METHODIST PHYSICIAN PRACTICES, PLLC",Clinical Cardiac Electrophysiology Physician,SAN ANTONIO,"Bexar ",TX,78201
1952538555,ALI,MITHANI,1538197546,ADVANCED HEART CARE PA,Clinical Cardiac Electrophysiology Physician,PLANO,"Collin ",TX,75093
1548419179,VIJAIGANESH,NAGARAJAN,1033157821,UT PHYSICIANS,Cardiovascular Disease Physician,ROSENBERG,"Fort Bend ",TX,77471
1124027669,GEORGE,HANNA,1124027669,unk,Interventional Cardiology Physician,BAY CITY,"Matagorda ",TX,77414
1669467445,ROBERT,BROCKIE,1053767897,TEXAS HEALTH PHYSICIANS GROUP,Interventional Cardiology Physician,SUNNYVALE,"Dallas ",TX,75182
1457395360,RAVI,CHANDRASEKHARA,1356892558,"PREMIER CARDIOVASCULAR CARE OF DALLAS, PLLC",Cardiovascular Disease Physician,DUNCANVILLE,"Dallas ",TX,75116
1730186610,TIMOTHY,COLGAN,1437347614,TIMOTHY K. COLGAN MD PA,Interventional Cardiology Physician,BEAUMONT,"Jefferson ",TX,77702
1760443790,GEORGE,MILLER,1124245121,HEART & VASCULAR ASSOCIATION OF HOUSTON,Cardiovascular Disease Physician,SUGAR LAND,"Fort Bend ",TX,77478
1952335259,DONALD,YOUNG,1932210838,PROVIDENCE HEALTH ALLIANCE,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,WACO,"McLennan ",TX,76712
1194772160,JAVIER,ALONSO,1558315036,"JAVIER ALONSO, M.D., PH.D., P.A.",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,CORPUS CHRISTI,"Nueces ",TX,78411
1487828521,STEVE,LEWITTON,1700887700,"ST DAVIDS HEART & VASCULAR, PLLC",Interventional Cardiology Physician,AUSTIN,"Travis ",TX,78705
1407818735,CURTIS,STAUFFER,1922061993,SCOTT & WHITE CLINIC,Interventional Cardiology Physician,COLLEGE STATION,"Brazos ",TX,77845
1245526649,MARIA,BANO,1750351375,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,Pediatric Cardiology Physician,DALLAS,"Dallas ",TX,75390
1720082779,ANTOINE,YOUNIS,1477103943,YOUNIS CARDIOLOGY ASSOCIATES PLLC,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1194717538,STEPHEN,GARLAND,1700887700,"ST DAVIDS HEART & VASCULAR, PLLC",Cardiovascular Disease Physician,GEORGETOWN,"Williamson ",TX,78626
1336145333,SRINIVASA,REDDY,1548541733,TEXOMACARE SPECIALTY PHYSICIANS,Interventional Cardiology Physician,DENISON,"Grayson ",TX,75020
1891774667,CHRISTOPHER,THOMPSON,1386948677,"WELLMED NETWORKS, INC.",Cardiovascular Disease Physician,SAN ANTONIO,"Bexar ",TX,78229
1932395795,KHALED,CHATILA,1942241146,UTMB FACULTY GROUP PRACTICE,Advanced Heart Failure and Transplant Cardiology Physician,GALVESTON,"Galveston ",TX,77555
1356436166,ANEES,SALEEMI,1144590092,ANEES R SALEEMI M D PA,Cardiovascular Disease Physician,ARLINGTON,"Tarrant ",TX,76015
1023251410,BRANDIE,WILLIAMS,1992151740,TEXAS HEALTH PHYSICIANS GROUP,Cardiovascular Disease Physician,FORT WORTH,"Tarrant ",TX,76104
1184611626,JOSE,RIVERA,1003811639,HEALTHTEXAS PROVIDER NETWORK,Cardiovascular Disease Physician,PLANO,"Collin ",TX,75024
1225026776,MICHAL,SAVCENKO,1730450115,TEXAS PHLEBOLOGY PA,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,PLANO,"Collin ",TX,75093
1588700256,MURALI,SENAPATHI,1427189539,"CARDIOVASCULAR ASSOCIATES OF SAN ANTONIO, PA",Interventional Cardiology Physician,SAN ANTONIO,"Bexar ",TX,78212
1205850286,GEORGE,BOYLE,1518220094,"CONROE MONTGOMERY PHYSICIANS GROUP, PLLC",Cardiovascular Disease Physician,CONROE,"Montgomery ",TX,77304
1316116981,PETER,RAZEGHI,1033251988,HOUSTON INTERVENTIONAL CARDIOLOGY PA,Cardiovascular Disease Physician,CYPRESS,"Harris ",TX,77429
1417142597,MOHAMMED,NUMAN,1033157821,UT PHYSICIANS,Pediatric Cardiology Physician,HOUSTON,"Harris ",TX,77030
1245230507,CHARLES,MACHELL,1285684225,CHRISTUS TRINITY CLINIC,Clinical Cardiac Electrophysiology Physician,SAN ANTONIO,"Bexar ",TX,78201
1437253481,NIKHIL,JOSHI,1902266208,"NORTH TEXAS COMPREHENSIVE CARDIOLOGY, PLLC",Interventional Cardiology Physician,SHERMAN,"Grayson ",TX,75092
1386632008,KENNETH,MCBRIDE,1174573596,TEXAS HEALTH PHYSICIANS GROUP,Clinical Cardiac Electrophysiology Physician,FORT WORTH,"Tarrant ",TX,76104
1548295264,RAJAN,KADAKIA,1417272691,"RAJAN KADAKIA, M.D. P.A.",Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77089
1942362710,JULIE,REMO,1194852418,MISSION CARDIOVASCULAR CONSULTANTS,Cardiovascular Disease Physician,NEW BRAUNFELS,"Comal ",TX,78130
1629054184,GEORGE,JAMES,1801939244,"FORT WORTH HEART, P.A.",Cardiovascular Disease Physician,FORT WORTH,"Tarrant ",TX,76135
1174872253,ANGELO,NASCIMBENE,1033157821,UT PHYSICIANS,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77089
1568429504,JUAN,KURDI,1982063269,"CAPROCK CARDIOVASCULAR CENTER, LLP",Interventional Cardiology Physician,LUBBOCK,"Lubbock ",TX,79410
1639102148,VASILIKI,DIMAS,1386700565,CONGENITAL HEART SURGERY CENTER PLLC,Pediatric Cardiology Physician,DALLAS,"Dallas ",TX,75390
1003843830,JAMES,GARRISON,1487965000,"CARDIOLOGY CLINIC OF SAN ANTONIO, PLLC",Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,SAN ANTONIO,"Bexar ",TX,78229
1083724520,RODNEY,HENRY,1407047863,REGIONAL CLINICS OF LONGVIEW,Interventional Cardiology Physician,LONGVIEW,"Gregg ",TX,75605
1811985369,DAVID,MOORE,1003811639,HEALTHTEXAS PROVIDER NETWORK,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,PLANO,"Collin ",TX,75093
1174834170,SHALIN,PATEL,1487965000,"CARDIOLOGY CLINIC OF SAN ANTONIO, PLLC",Interventional Cardiology Physician,LIVE OAK,"Bexar ",TX,78233
1285721738,JAMES,LIVESAY,1629102181,SURGICAL ASSOCIATES OF TEXAS PA,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,HOUSTON,"Harris ",TX,77030
1841290178,J,SANDERSON,1922252717,"METHODIST PHYSICIAN PRACTICES, PLLC",Cardiovascular Disease Physician,KERRVILLE,"Kerr ",TX,78028
1588695019,AKIRA,NISHIKAWA,1487746020,HOUSTON CARDIOVASCULAR ASSOC INC,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
1790799856,WILLIAM,TURNER,1285684225,CHRISTUS TRINITY CLINIC,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,TYLER,"Smith ",TX,75701
1386609154,CARLOS,ZORRILLA,1003985102,MEMORIAL HERMANN MEDICAL GROUP,Cardiovascular Disease Physician,WHARTON,"Wharton ",TX,77488
1760427371,GINNIE,ABARBANELL,1720051717,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,Pediatric Cardiology Physician,SAN ANTONIO,"Bexar ",TX,78229
1629077524,STEVEN,SHILLING,1003134024,DIAGNOSTEX CONSULTANTS PLLC,Cardiovascular Disease Physician,IRVING,"Dallas ",TX,75038
1174753917,AHMAD,IQBAL,1003985102,MEMORIAL HERMANN MEDICAL GROUP,Advanced Heart Failure and Transplant Cardiology Physician,SHENANDOAH,"Montgomery ",TX,77380
1588078265,CELSO,DE LA CRUZ LUQUE,1437615291,BENCHMARK WELLNESS CLINIC PLLC,Cardiovascular Disease Physician,MCALLEN,"Hidalgo ",TX,78501
1164841755,ANANDITA,KULKARNI,1003811639,HEALTHTEXAS PROVIDER NETWORK,Cardiovascular Disease Physician,PLANO,"Collin ",TX,75093
1184818353,MOHAMMAD,OTAHBACHI,1376598904,COVENANT MEDICAL GROUP,Cardiovascular Disease Physician,LUBBOCK,"Lubbock ",TX,79404
1003815549,JAIRO,RAMIREZ,1245313329,COMMUNITY MEDICINE ASSOCIATES,Cardiovascular Disease Physician,SAN ANTONIO,"Bexar ",TX,78201
1336370881,RASHEED,ZAID,1750476230,"CARDIOVASCULAR ASSOCIATION, P.L.L.C",Cardiovascular Disease Physician,HUMBLE,"Harris ",TX,77338
1285738930,STEPHEN,WEATHERFORD,1285664763,PERMIAN PREMIER HEALTH SERVICES INC,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,PORT ARTHUR,"Jefferson ",TX,77640
1174509301,KEVIN,HUDSON,1740485879,"BAYLOR ST. LUKE'S MEDICAL GROUP",Cardiovascular Disease Physician,LUFKIN,"Angelina ",TX,75904
1942453444,LILY,ZHANG,1053352914,BAYLOR COLLEGE OF MEDICINE,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77037
1073517702,DEVINDER,BHATIA,1326523077,SOUTHEAST TEXAS CARDIAC LLC,Thoracic Surgery (Cardiothoracic Vascular Surgery) Physician,HOUSTON,"Harris ",TX,77090
1851658900,ADAM,REYNOLDS,1437160215,"HEARTPLACE, PA",Cardiovascular Disease Physician,GARLAND,"Dallas ",TX,75044
1669436655,MICHAEL,MITCHELL,1245490747,"HEARTPLACE, PA",Cardiovascular Disease Physician,ARLINGTON,"Tarrant ",TX,76014
1689646234,GEORGE,KANTIS,1740485879,"BAYLOR ST. LUKE'S MEDICAL GROUP",Cardiovascular Disease Physician,THE WOODLANDS,"Montgomery ",TX,77384
1902853666,ABHIJEET,BASU,1487746020,HOUSTON CARDIOVASCULAR ASSOC INC,Cardiovascular Disease Physician,HOUSTON,"Harris ",TX,77030
